paper_id,author_id,position
20108,1597750,3
20112,258511,1
20160,121067,2
20376,442463,0
20865,707248,0
22947,193583,0
22947,3576,2
22954,1023875,1
22961,1365389,0
22963,579936,0
22963,354184,4
23322,1222919,1
23640,629454,1
23789,894088,0
23789,1001915,1
23790,894088,0
23790,1001915,1
23921,307940,2
23922,52215,1
23923,194985,0
23924,17072,1
23924,52215,2
24070,440936,0
24070,390652,1
24790,459178,0
24806,174302,0
25009,935146,0
25016,47176,0
25016,35833,1
25018,387639,1
25024,555935,0
25024,1662916,1
25400,1440574,1
25410,241077,1
25448,1222919,0
25859,1098181,0
26275,704574,2
26676,751336,2
26945,166134,0
26945,1399188,1
26945,1435561,2
26945,760250,4
27045,695613,1
27059,39674,0
27280,1617456,0
27280,142315,1
27303,17091,2
27310,1617456,1
27789,40027,0
28143,1047123,0
28143,1263214,1
28143,1337671,2
28186,1001586,2
29572,160394,1
29600,417099,1
30475,793867,2
30572,195005,2
30574,1383041,6
30578,1166427,1
30594,1222280,0
30594,1006248,3
30594,919620,4
30595,99935,1
30596,320689,0
31023,1586366,0
31032,1346175,0
31032,716972,1
31036,1346175,0
31036,716972,1
31036,199198,3
31291,753833,0
31291,1113398,1
31695,318478,0
31695,1517126,1
31696,782695,0
31696,344203,1
31702,475670,0
31705,344203,0
31705,782695,1
31708,311329,1
31712,166287,1
31712,59227,2
31716,946421,0
31716,1595277,1
31789,129852,0
32141,1669059,0
32141,507959,3
32145,345200,1
32145,458807,2
32152,201006,7
32155,396980,1
32166,43513,1
32180,862296,0
32180,976755,2
32192,156342,1
32196,328455,1
32196,75991,2
32204,1109481,2
32230,1081458,0
32244,12219,1
32245,1109481,1
32258,329530,0
32258,112397,3
32263,644351,1
32881,114696,1
32884,48122,1
32886,1028522,1
32886,734472,2
32886,955404,4
32891,114696,1
32894,169647,0
32894,1643664,1
32894,909029,2
32899,1192603,1
32902,440936,0
32902,1544549,1
32902,390652,2
32908,224160,0
32908,878751,1
32908,775483,2
32909,144003,2
34907,1640292,1
34921,1047176,0
34923,911967,1
35568,1051599,0
35717,36404,0
35956,374700,1
35973,630975,1
35999,241077,1
36000,50032,3
36017,403769,0
36020,166287,1
36114,1222919,0
36115,47584,0
36115,1538705,2
36115,363101,5
36175,1540972,1
36228,1059544,5
36245,850696,0
36277,535856,0
36317,511704,0
36317,1167519,1
37699,1403381,1
37714,178779,1
37719,330692,0
37902,961703,0
37902,162489,1
37902,176192,3
37972,1616249,1
37972,944845,6
38060,1530144,0
38216,174750,0
38220,16035,1
38227,354041,0
38227,1371000,1
38227,175975,2
38682,306486,1
38686,632839,0
38687,1337671,0
38691,1132910,1
38693,554189,0
38693,634059,1
38697,60668,1
38799,83475,0
38800,286576,0
38800,247247,1
38966,46503,0
38966,627529,1
38972,995640,1
39368,84130,0
39376,16035,1
39377,16035,1
39377,1357369,2
39631,241755,1
40407,392529,1
40920,1607110,1
41228,97443,0
41248,704574,2
41347,498018,0
41347,1555941,1
41347,548150,4
41347,60556,5
41682,486512,0
41826,247247,1
41827,1456517,1
41839,84726,0
41957,59227,1
42033,1303294,1
42041,16035,1
42041,1094992,2
42248,683733,0
43026,247247,1
43057,1485168,1
43057,268830,3
43189,878751,0
43189,224160,1
43189,775483,2
44049,1044873,1
44320,462448,1
44773,149650,1
44785,644351,1
44791,1060816,1
44792,1175395,0
44792,1195927,2
44801,842767,1
44816,715690,0
44816,693063,1
45085,72253,1
45144,1440574,1
45145,269250,2
45145,690013,4
45166,233236,0
45166,930182,2
45260,40709,0
45495,689127,2
45499,1047123,1
45675,274056,0
45749,258243,1
45751,721858,0
45761,146610,2
45762,239530,2
45773,498277,0
46595,47243,1
46595,176192,2
46612,20414,3
46616,49542,0
46616,645681,1
46619,20414,0
46619,124948,1
46620,49542,0
46620,645681,1
46621,70008,1
46867,17449,0
46871,1661649,0
46872,128864,0
47521,1132737,1
47608,38242,0
47611,1212552,0
47614,1640609,3
47616,330105,1
47619,1047176,2
47620,721858,1
47623,1337671,0
47623,1447481,2
47624,1091549,0
47624,48906,1
47806,971164,0
47806,873973,1
47817,20414,0
47817,124948,1
47848,20414,1
47924,861086,0
47924,264957,2
47937,602454,2
48020,52100,1
48036,83475,0
48036,116584,2
48045,911967,1
48049,531962,0
49243,344946,1
49244,258243,0
49245,462448,1
49458,405884,2
49469,1238906,2
49469,405884,3
49501,1325513,2
49501,950212,3
50718,312928,0
50730,1319720,1
50731,914966,1
51396,898443,0
51396,627529,1
54023,358482,2
54027,810181,0
54036,190555,1
54049,359905,3
54090,1477843,0
54094,1440707,2
54098,1228968,1
54098,145079,3
54099,279617,1
54101,1222253,1
54101,2125,4
54107,319907,0
54110,459178,1
54111,1005166,1
54227,1088505,1
54242,898443,0
54242,627529,1
54250,1240991,2
54254,1223017,2
54268,1277033,3
54273,269250,1
54298,1145078,1
54416,808148,2
54436,816801,2
54442,874855,0
54446,990619,0
54451,535080,1
54453,950212,1
54457,174730,0
54577,704716,1
54664,418022,1
54675,1231795,0
54913,721858,0
54915,234133,1
54918,60078,0
54918,70008,1
54925,12207,0
54925,53852,1
54933,898749,2
54934,105558,0
54943,288096,4
54944,1556165,1
54952,1256262,0
55054,1036138,2
55218,239530,1
55222,94153,1
55249,425811,0
55249,1175718,1
55252,325385,1
55255,928632,1
55255,1118394,4
55262,297206,1
55262,1060816,2
55266,72239,0
55266,40932,1
55277,49542,0
55277,645681,1
55279,72239,0
55279,40932,1
55280,644351,2
55282,1241391,1
55296,1227581,2
55416,552164,0
55931,42776,2
55931,117012,4
55933,299544,0
55933,410742,3
56041,1593294,1
56449,891003,1
56449,544604,5
56646,1687541,0
56646,64486,2
56651,501158,1
56661,175975,0
56661,1015285,1
56661,876344,3
56666,35981,0
56666,155607,1
56668,69740,0
57049,985194,0
57049,42716,3
57073,404880,1
57075,401194,1
57479,227719,0
57486,31332,0
57486,497956,1
57486,950212,2
57487,61243,0
57487,516967,3
57490,156342,1
57490,403210,2
57514,209607,0
57532,634059,3
57537,157633,1
57538,1198489,0
57540,16469,0
57788,7986,0
57789,252210,1
57791,537509,0
57793,53918,2
57804,149650,0
57809,277079,1
57907,1597750,1
58066,165663,0
58310,126720,0
58310,890662,5
58348,398356,0
58381,229323,0
58581,12580,0
58585,12580,0
58647,877255,1
58647,1136689,2
58658,1475159,0
58658,25275,1
58659,25275,0
58659,1475159,2
58789,1477843,0
58843,603408,0
58866,891003,1
58866,544604,3
59164,85210,0
59283,845563,0
59349,775483,0
59349,224160,1
59350,496947,0
59354,17449,0
59354,603662,1
59455,760250,1
59455,1399188,2
59455,166134,3
59455,1435561,4
59505,1661689,0
59522,1125,1
59529,574218,1
60034,1070128,1
60135,615668,1
60135,926153,2
60141,243518,1
60447,1546681,1
60746,79631,1
60812,1493180,1
60812,704716,3
62523,457774,3
63340,1489310,0
63340,270153,2
63341,425811,0
63341,1175718,1
64053,573354,0
64134,52100,3
64431,183666,0
64432,183666,0
64432,568412,1
64436,880120,1
64818,103375,0
64895,741225,0
64995,56847,0
64995,624247,1
64995,787597,7
64998,1636,0
65000,1107096,1
65002,24153,0
65019,712545,0
65024,27181,0
65024,28592,1
65024,1588426,3
65042,48091,2
65043,712545,1
65053,1669059,1
65053,345200,2
65055,1706377,1
65056,1630749,0
65061,204034,4
65062,56985,0
65071,1583383,1
65077,471826,2
65079,238784,0
65079,23518,3
65083,396980,3
65090,12219,0
65095,43513,1
65098,1455895,0
65098,75991,1
65106,507959,0
65106,1669059,1
65120,471826,1
65127,345200,1
65133,13570,0
65133,810015,1
65133,1181002,2
65135,687122,0
65137,241414,1
65142,297206,2
65147,810015,0
65147,1181002,2
65152,396980,1
65155,396079,1
65181,629454,3
65187,687122,1
65188,83197,0
65200,483244,0
65200,488062,1
65200,456141,2
65205,250506,3
65235,603811,1
65454,631095,0
65455,288096,0
65471,42771,0
65471,1400388,1
65481,397067,2
65493,883277,2
65495,76525,1
65560,483244,0
65560,488062,1
65560,456141,2
65569,163506,2
65569,389378,3
65586,328232,1
65595,233236,0
65721,1977,0
65721,1231795,1
65867,497061,0
65880,173650,3
65926,984770,1
65929,176720,0
65941,1009454,3
65943,176720,0
65948,1337792,2
65954,315945,2
65985,163506,1
65985,1440574,2
66021,1211205,1
66043,476699,1
66332,569015,0
66332,45839,1
66338,555250,0
66341,40652,0
66841,349451,3
66850,12207,0
66850,53852,1
66853,13570,0
66853,315945,1
66865,1570762,0
66871,20414,0
66871,272334,1
66903,235721,2
66917,328232,1
66922,1570762,0
66928,148594,3
66951,157200,0
66951,306925,1
67608,329558,0
67978,325891,0
67978,69859,1
67980,404880,1
68004,533287,1
68004,805299,2
68099,188029,2
68125,234101,0
68133,946421,0
68133,1595277,1
68260,126339,2
68264,850696,0
68671,126847,0
68699,11600,0
68699,106070,1
68700,569015,0
68701,49376,0
68701,45839,2
68998,8643,1
69001,210669,0
69004,795521,1
69077,792162,0
69077,1646489,1
69081,46711,0
69082,1310224,0
69082,393289,4
69266,46503,0
69266,627529,1
69267,497956,0
69267,31332,1
69268,1419841,1
69278,1695039,0
69498,1157965,0
69535,630543,1
69541,1259400,1
69686,58443,1
69759,681585,0
69759,270153,2
69759,955528,3
69759,82568,4
69788,1605372,1
69788,1319720,2
69793,767700,0
69793,210669,1
70062,71749,3
70063,195005,1
74157,45459,1
77368,70688,0
77368,1056709,2
79972,398061,1
80525,631095,1
80551,43807,1
81669,1082313,0
81669,1660053,1
81669,793172,2
81669,1538764,3
81669,460607,5
81669,1230193,6
82247,113365,1
82299,1392022,1
82305,381448,0
82389,181883,1
82389,850712,2
82389,564644,3
82523,1107096,1
82528,852288,2
82528,1536647,6
83291,30114,0
83291,49021,1
84654,95038,0
84807,189957,0
84809,270153,0
84809,955528,1
84809,82568,2
85381,603811,1
86250,318478,0
86250,1517126,1
86266,1599426,0
86274,141711,3
86282,462143,2
86282,830874,3
86516,39674,0
86528,174730,0
86727,1440707,3
86729,71749,0
86762,199506,0
86815,462143,0
86816,166287,0
86819,556217,0
86822,42189,1
86930,908283,0
86930,478972,1
86945,1109147,0
86946,193583,0
86946,511451,1
86955,1210967,0
86955,189176,2
86963,249396,0
86963,1005166,1
87367,457774,2
87444,1672618,0
87447,1416915,1
87459,1355273,1
87499,365358,2
87523,1181479,2
87528,1001586,0
87528,119452,1
87585,85953,1
87594,874855,0
87690,201006,0
88476,125912,1
88481,497726,1
88492,712938,0
88509,315317,1
88524,1094088,0
89181,1010431,2
89193,1010431,2
91071,1231795,0
91087,575745,1
91107,163362,3
91225,1706733,0
91225,185771,1
91225,194985,2
91231,109593,0
91231,315317,1
91231,8866,3
92662,971164,1
92667,882008,0
92670,84726,0
95581,345843,0
97709,319333,1
97756,195644,1
97758,183966,0
97884,1560442,0
97886,1185550,2
97891,1084833,1
97897,102124,0
97907,364831,1
97909,442388,0
97916,373755,2
97916,593515,3
97921,40618,0
97921,5059,1
97923,1222280,0
97923,1006248,3
97923,919620,4
97926,1365389,2
98172,852288,0
99032,1284,3
99033,1119913,2
99033,46711,6
99045,29078,1
100058,620527,0
100061,761964,0
100061,472963,1
100061,8251,3
107709,295179,1
107715,108696,0
107715,1621031,1
107715,734603,3
107715,1453984,4
107720,488773,0
107720,805171,1
107720,500963,2
107720,282834,3
107720,275865,4
108439,804167,0
108440,1142264,0
108485,982185,1
108538,5165,1
108540,8661,0
108540,1104653,2
108541,852185,0
108541,662101,1
108588,772953,1
108861,457774,0
108925,1433690,1
109030,1612226,0
109056,732708,0
109056,1073552,2
109056,1510691,3
109056,1081354,6
109056,667001,9
109063,946421,1
109063,398934,2
109064,830874,3
109065,331112,1
109065,830874,3
109068,1670838,1
109068,475670,2
109074,99935,1
109490,1120036,0
109514,1587387,0
109525,20788,1
109533,922863,1
109559,434381,0
109570,7187,3
109573,22535,2
109578,101671,0
109578,48091,3
109589,70194,0
109589,217083,2
109616,89040,2
109622,1357369,0
109627,1417038,0
109627,330368,2
109627,322122,3
109633,363423,1
109695,1455895,0
109695,75991,2
109700,982423,1
109702,109258,1
109702,148188,3
109710,1667663,0
109725,22535,1
109747,1371000,0
109747,354041,3
109747,175975,4
111596,332052,7
111596,1264617,8
112196,823072,0
112277,889845,1
112491,1612226,1
112692,416373,1
114565,1192603,1
114573,385187,0
114578,144003,0
114582,348069,0
114582,169647,2
114582,909029,3
114582,238597,4
114711,227719,1
115191,626467,0
115191,845563,1
115192,1235090,0
115192,1258420,1
115192,112975,2
115511,765115,1
115518,353144,0
115518,264384,1
115518,170997,2
115540,1088505,2
115578,627026,0
115584,157633,0
115584,1391597,1
115737,759991,1
116042,117635,0
116042,520456,1
116056,85837,1
116056,97055,2
116062,511451,0
116069,28304,2
116069,511451,3
116087,348069,0
116092,1223169,1
116352,1560442,0
116354,72502,1
116354,772699,2
116356,72502,0
116356,45132,1
116356,772699,2
116357,632839,2
116359,518811,1
116866,136680,0
116866,16469,2
116867,163362,1
116918,1050767,0
116919,891816,0
116919,362558,1
116921,32748,0
116936,85953,0
116936,2599,1
116941,919675,1
116951,536288,2
116962,9251,1
117902,478972,0
117902,128938,1
118653,245004,0
118671,1459816,0
118671,18324,1
118671,745378,2
118671,1194497,3
118708,363423,1
118734,1026235,1
118744,950212,0
118748,306486,1
118756,1662886,1
118760,794657,0
118768,1279715,2
118772,299536,0
119836,17133,0
119836,1662886,2
120009,822674,1
120009,396530,2
120827,521140,0
121875,850712,1
121905,176406,0
124017,257413,2
126295,678283,1
126296,1510796,2
126402,1278227,0
126402,1588376,1
126402,487898,2
126418,501929,0
126418,1529209,3
126614,930384,1
131122,1301891,1
131537,767700,0
131568,47176,0
131568,318711,2
131583,245945,1
131583,1044568,2
131583,55289,3
132242,1605372,0
135549,767700,0
135748,366574,1
135774,741225,0
135774,887485,2
135801,191397,1
135875,320689,1
136743,21678,0
136743,205300,1
136744,21678,0
136744,205300,1
136964,1405706,0
136964,71749,1
139020,772699,1
139175,1048341,0
139175,51336,1
139236,131627,0
139617,1419276,2
139647,1512457,0
139647,817899,1
144042,484265,0
144715,79182,0
145471,8965,1
151514,17353,0
151532,1081402,2
151536,398061,0
152025,277339,0
152025,256994,1
152025,823847,3
152025,348109,4
152063,110834,0
152185,377713,0
152185,799329,1
152195,1001586,2
152300,243011,1
152331,1285500,1
152331,275248,3
152921,26398,2
152928,388339,0
152928,4249,2
152933,283466,1
152933,26398,2
152936,288906,0
152936,578325,1
152936,4249,2
152938,61633,0
152939,34479,2
152945,516556,1
152947,10257,0
153624,1333733,0
153624,174750,3
153624,1622348,4
153624,1378980,5
153624,149825,6
153696,744642,0
154336,336567,0
154337,970323,1
157149,556725,2
157177,955482,0
157177,778928,1
157177,486786,2
158826,1392022,0
158919,39058,0
159699,1616581,1
159808,72502,1
159808,772699,2
160046,418022,2
160227,178779,3
160403,658649,0
160407,207857,0
160412,563700,0
160412,855248,2
160412,1593294,3
160416,190587,2
160416,103558,3
160423,572349,0
160423,741001,2
160429,1602402,2
162941,948242,6
162951,106415,1
162964,1535657,0
162964,336321,1
163240,487898,2
163240,99451,7
163327,1372025,2
163327,1051990,4
163339,583360,1
163392,782366,0
163443,20414,3
163452,85604,2
163465,1378671,3
163608,118245,0
163608,32947,1
163608,851016,2
163613,534117,0
163613,49021,1
163618,503625,0
164181,500399,2
164219,632839,1
164241,649260,0
164241,259069,2
164241,519052,3
164345,456526,1
164372,310419,0
164757,987751,2
164757,95460,3
164757,919670,4
167687,494373,1
167694,492303,0
167694,359960,2
167727,492303,1
167727,359960,2
167727,1268803,3
168755,737331,1
168755,126725,2
169471,160050,1
169478,79182,0
169478,520323,1
169478,1232512,3
169480,1371000,0
169480,261799,1
169480,354041,2
169480,175975,3
169482,22348,1
169495,64693,1
171439,78142,1
171439,1345714,2
171440,173650,1
171443,547764,0
171454,1536053,0
171454,285256,1
171738,705224,0
171741,193583,1
171743,1014677,2
171872,453772,2
171874,731840,2
171883,462205,0
171883,264015,1
171891,317915,1
172106,389519,2
172126,563141,0
172142,564880,0
172142,755552,1
172148,378996,0
172157,582089,2
172171,592598,0
172185,395528,0
172185,92746,1
172185,860173,2
172192,1447120,2
172194,832945,2
172203,1695019,0
172203,434763,1
172206,488773,1
172282,7034,0
172282,241245,1
172318,63198,1
172335,157861,0
172335,1143097,1
172351,40709,0
172351,99451,3
172366,197259,1
172394,329463,0
172410,82054,2
172410,148188,3
172412,411895,1
172415,330368,1
172417,485604,1
172424,5191,0
172424,687122,1
172427,427224,0
172430,230451,3
172433,819358,4
172443,28596,0
172443,1365166,1
172446,100771,1
172456,5191,0
172456,687122,1
172461,763056,1
172484,1550062,0
172484,13315,1
172504,87828,1
172514,915286,1
172527,26168,1
172532,262617,2
172542,687122,1
172547,626465,2
172551,407193,1
172551,16293,2
172569,365592,1
172572,1242,1
172576,1046393,1
172643,303610,0
172655,1500581,1
172690,1382578,1
172702,537456,0
172702,106360,2
172881,697286,2
172892,1420370,0
172892,95038,4
172892,1092789,5
172920,101413,1
172939,390589,0
172939,520456,1
172939,463666,2
172939,438045,5
172939,326300,11
173000,39333,0
173000,452318,4
173045,1144827,0
173051,734603,1
173053,96738,0
173053,831861,3
173076,1385907,0
173076,421447,1
173076,930182,12
173182,988524,1
173182,311329,2
173207,1157257,2
173210,311329,2
173259,299707,0
173259,1296772,2
173270,383997,2
173270,700746,3
173276,1657840,0
173276,141616,2
173276,1132737,3
173276,445706,8
173282,99935,3
173324,377713,0
173339,287472,2
173433,339955,1
173479,360140,1
173489,142247,0
173594,1052246,1
173594,987947,2
173594,215021,3
173597,435233,0
173621,711208,0
173662,112722,1
173674,39429,1
173688,970059,0
173688,264862,2
173695,545433,2
173705,1363158,0
173705,1337943,1
173706,1092185,0
173706,580335,1
173746,466566,0
173746,34501,2
173764,306379,0
173879,654432,4
174031,1181479,1
174878,593497,0
176143,704647,0
176149,573354,0
176149,1539988,1
176149,210601,2
176152,654432,2
176153,1479958,2
176250,354041,0
176350,1587387,0
176350,1519036,2
176381,1640652,0
176381,643690,1
176402,421447,2
176402,643690,5
176402,849014,7
176402,1005166,12
177474,98178,0
178064,476699,1
178397,195478,9
178986,995270,0
178986,900567,1
178987,995270,0
178987,900567,1
178989,1695039,0
179374,810210,0
179374,826966,1
179826,1073552,0
179830,121833,1
179835,1415852,0
179837,596003,0
179837,29556,3
179837,56847,6
179843,877022,0
179848,875881,1
179856,1601445,3
179856,141711,4
179944,1695019,0
179944,170250,1
179944,434763,2
179948,1231795,1
180186,328307,2
180196,564880,0
180196,755552,1
181361,575745,0
181366,126857,0
181366,25536,1
181369,955482,1
181369,486786,2
181425,72502,1
181427,566000,0
181430,1539207,2
181444,428535,0
181444,157633,1
181444,1391597,2
181444,1131854,3
181444,1009454,4
181683,427224,0
181692,501929,0
181692,7052,2
181695,850358,1
181695,105138,3
181696,1336540,3
182333,634400,0
182485,513247,0
182485,1197661,2
182511,1159427,0
182512,799571,0
182717,16890,1
182717,13308,2
182721,49021,0
182721,30114,2
182901,737331,1
183270,1695744,0
183270,9573,1
183270,861350,2
183274,1695744,0
183274,861350,1
183274,9573,2
183278,48601,0
183287,5348,1
183287,1539886,2
183293,126847,0
183319,565412,2
183370,657943,2
183376,634059,0
183376,49928,2
183376,1332681,3
183377,76628,0
184822,10797,1
184881,150581,0
184937,500399,0
185240,535241,1
185246,852638,2
185246,991400,4
185248,1154893,1
185249,1466716,2
185254,275248,0
185254,1607110,7
186289,536288,0
186600,1158629,0
186603,758465,1
186620,8251,0
186620,472963,1
186829,83652,1
186836,386016,1
186836,1685225,4
186880,1014661,1
186882,1023246,1
188252,461417,1
189373,1661206,0
189378,348069,0
189378,44009,1
189378,233670,2
189378,233144,3
189544,1023246,1
189570,446076,1
189620,157633,0
189620,1131854,1
189658,1660762,1
189658,444439,2
189660,1258420,0
189660,1235090,2
189737,1434871,1
190648,920437,0
190657,1075993,1
190657,116355,2
190975,210359,1
191170,1317995,2
191274,1360378,0
193106,531962,0
193129,48315,0
193153,832756,0
193195,348511,0
193195,638783,1
193299,209686,0
193301,1069070,0
193301,105979,1
193301,483293,2
193323,520480,0
193394,517745,1
193394,214980,2
193413,1440707,1
193415,900436,3
193425,8866,0
193425,292956,2
193436,728096,1
195377,191403,1
195444,271652,1
195446,1335116,1
195623,792584,0
195755,118245,0
195755,851016,1
195755,32947,2
196040,800298,1
196044,977725,0
196044,876135,2
196055,791480,1
196055,1904,2
196440,622336,0
196443,515199,0
196443,50872,1
196455,990450,0
196455,1016447,2
196455,1343751,4
196880,165299,0
197148,125912,0
197477,596607,1
197477,358482,2
197660,112417,2
198001,227807,2
198031,643106,0
198031,408114,1
198052,1703850,0
198052,1665895,2
198054,534117,0
198054,49021,1
198068,174092,2
198102,83046,1
198125,450361,0
199533,263347,1
201700,113365,1
201869,806864,4
201876,306819,1
201928,849659,2
201930,1224389,0
201930,4249,3
202068,1640652,0
202068,643690,3
202115,368615,1
202115,635532,2
202221,136099,1
202221,38,2
202248,398442,1
202265,759991,1
202269,126857,1
202269,1182884,2
202269,60568,5
202269,25536,7
202278,685975,3
202332,50829,1
202338,42763,1
202356,889345,0
202357,1695019,0
202357,1424805,1
202357,170250,2
202357,434763,3
202365,1144827,1
202395,253855,0
202426,590361,0
202426,238784,4
202452,1299716,0
202452,413172,1
202454,673369,0
202454,1089282,2
202460,355245,1
202473,36023,2
202490,35046,0
202490,37862,1
202492,626272,2
202498,1363158,0
202498,511229,1
202498,1337943,3
202504,1094121,0
202504,1441371,2
202504,1049627,3
202723,717450,2
202772,1327158,0
202772,83210,6
202772,717450,7
202780,1613285,1
202822,610506,0
202822,639865,8
202822,124677,9
202864,137604,1
202866,1209520,0
202866,266348,1
202877,600052,2
202887,1250289,0
202887,68654,2
202891,287998,0
202891,687122,1
202892,87828,2
202893,889163,0
202893,87828,3
203100,1300054,1
203112,795171,3
203127,876957,0
203127,365592,1
203131,1426846,2
203143,333419,1
203143,428737,2
203154,1706377,1
203156,126188,1
203156,861583,3
203492,205300,0
203493,1411684,1
203493,15708,2
204116,561574,1
204125,704257,1
204130,306925,0
204132,1645557,0
204132,234203,1
204134,399276,1
204136,704647,0
204136,1617254,1
204140,399276,0
204646,359193,1
204646,1107096,2
204646,955195,4
204648,13334,0
204648,1152620,3
205192,185628,1
205246,486860,1
205246,429660,2
205248,46800,0
205330,461417,1
205334,478638,0
205342,64151,1
205361,813543,2
205413,112417,1
205432,793055,0
205432,507008,1
205432,268034,3
205435,401191,1
205436,363611,0
205436,176406,1
205440,775483,7
205824,1509538,0
206062,148740,0
206062,210954,2
206920,248128,0
206920,163065,1
206922,64236,1
207804,513867,0
207836,37814,2
207836,489135,4
208132,230020,1
208528,1431406,0
209308,74111,0
209316,40317,0
209316,228814,1
209575,159279,0
209575,109665,1
209586,1085739,2
209594,1005166,1
209671,1202690,0
209671,707248,1
209729,596607,1
209735,1319359,1
209751,961703,0
209834,1092185,1
209834,516556,2
209837,497542,1
209837,1519036,2
209841,413172,0
209841,784249,1
209853,459239,3
209863,233213,2
209863,366354,4
209863,1618925,5
209863,1665895,7
209863,1977,8
209885,832756,0
209885,103053,1
209904,1052246,0
209904,9633,1
209904,987947,2
209904,215021,3
210175,229323,2
210177,463666,0
210183,1227204,1
210183,1617513,2
210188,140990,1
210188,76253,3
210192,596607,1
210198,280338,2
210209,1099366,2
210393,1515032,2
211249,225633,1
211250,336571,1
211318,413052,2
211398,565412,1
211541,53437,2
211543,1260488,1
211590,318958,0
211590,231068,1
211744,209686,0
211887,876344,2
212183,823443,1
212252,1096713,0
212255,425776,2
212295,817899,1
212295,1512457,2
212496,1320166,1
212555,135714,0
212752,1489310,2
212755,622336,2
212755,1219137,3
212774,141107,3
212780,515199,0
212780,50872,1
212939,265461,2
212950,1174022,1
212950,726799,4
212951,325377,0
213454,413172,1
213454,784249,2
213456,765786,0
213456,27327,1
213456,253847,2
213467,1459016,0
213484,404898,0
213498,1299716,0
213498,1005166,3
213504,604053,0
213504,234062,1
213509,272840,1
213509,135482,2
213509,36023,4
213509,1440707,5
213509,567175,6
213512,18086,0
213512,1035541,1
213788,44752,0
213801,34479,2
215010,488170,0
215190,16086,1
215190,592149,2
215283,906461,0
215283,1305407,3
215286,1617254,0
215286,704647,1
215288,1641031,0
215288,1365389,1
215303,1322726,0
215303,1232512,6
216760,759991,0
216760,283088,2
216817,7458,0
216817,49021,1
216898,325891,1
216898,69859,2
217983,979846,0
218170,351548,0
218185,558592,0
219586,658480,0
219586,320290,2
219587,1363158,0
219587,511229,1
219615,1363158,0
219615,506295,2
219615,511229,3
220167,364569,0
220167,108220,1
220169,1209520,3
220170,87227,1
220186,1519036,1
220189,1094121,0
220189,1441371,1
220212,17350,0
220212,386282,1
220218,607601,1
220218,71889,2
220221,1189719,0
220447,26881,0
220447,532756,2
220447,42133,3
220447,56082,4
220447,365592,5
220450,433617,2
220450,763056,3
220466,355402,0
220466,694620,1
220466,1053468,2
220500,89931,0
220500,424211,1
220500,396980,3
220501,607601,2
220553,876957,0
220553,365592,2
220572,123499,0
221392,654725,1
221392,1349815,2
223376,893357,0
223382,1687541,1
223382,886105,2
223382,1536053,3
223387,817537,1
223388,396599,0
223388,21262,1
223389,1370389,1
223393,800298,1
223393,21262,2
223435,251831,0
223772,139747,2
223772,1544549,4
223774,320926,0
223778,191389,1
224590,140282,2
224595,1646489,2
224595,951772,3
224611,809829,0
224672,1333099,0
224851,418861,1
224854,104702,2
224887,47849,0
224887,93052,1
224887,56110,2
224888,554189,2
224891,76628,1
225021,7458,1
225021,49021,2
225213,223485,1
225216,131409,0
225216,337735,2
